0.2236727,0.53035194
0.116759375,0.52363646
0.26383337,0.30104235
0.1791737,0.68537253
0.2568041,0.5113573
0.17102674,0.37249824
0.17657243,0.48183322
0.50452715,0.80277246
0.25996792,0.422393
0.09730881,0.32366055
0.2801821,0.26943254
0.1969113,0.60447496
0.28803512,0.42986113
0.053636022,0.52947754
0.13292621,0.48316953
0.23063129,0.31150568
0.19028157,0.37769052
0.32215402,0.69004256
0.094880074,0.4946142
0.28051558,0.2521612
0.2737562,0.5878501
0.24623342,0.67909276
0.23035619,0.5297127
0.10209446,0.4130047
0.27191862,0.22692424
0.26717195,0.7084091
0.41900387,0.09190972
0.46953124,0.764159
0.30488086,0.20398231
0.20918894,0.6450967
0.11841307,0.64788836
0.15970866,0.34863755
0.27846232,0.27250135
0.18908419,0.54577523
0.1651842,0.52726233
0.17407492,0.7200071
0.20888549,0.48957792
0.18063813,0.1847237
0.199433,0.49883717
0.09216724,0.24449748
0.51432574,0.8347623
0.072826535,0.5034805
0.29446858,0.6242243
0.21596064,0.4209996
0.19037707,0.44909424
0.306366,0.14860079
0.45222488,0.75255287
0.214606,0.5158387
0.31558743,0.45216587
0.22720337,0.35475832
0.18358913,0.4038126
0.22329552,0.5945612
0.19369426,0.3816987
0.24090365,0.48805156
0.31743357,0.2606749
0.12971658,0.60759455
0.28597623,0.32811373
0.2182362,0.40718284
0.104180664,0.62125444
0.37940738,0.79588884
0.31307098,0.71798605
0.23274732,0.4448464
0.12528588,0.57723457
0.22730464,0.42062163
0.36053133,0.22479157
0.19157813,0.21374111
0.22507764,0.51528245
0.14714095,0.416051
0.24113786,0.23363882
0.19777004,0.61499745
0.3707681,0.77357143
0.34328696,0.7873815
0.28025854,0.73791325
0.32463336,0.14044283
0.1281147,0.17727968
0.39519525,0.14808856
0.17514226,0.42896256
0.15094598,0.49821633
0.33601984,0.3894014
0.27952623,0.44084576
0.267464,0.41673133
0.24919765,0.231385
0.12154661,0.5029474
0.06373818,0.6203285
0.30005017,0.5655731
0.11891518,0.64438695
0.08587422,0.6223493
0.20858587,0.23017316
0.24937089,0.52187634
0.21553089,0.65591156
0.21746321,0.56571704
0.2893482,0.5345257
0.17598681,0.49235138
0.22548051,0.38228709
0.085786454,0.5285068
0.12113595,0.6340068
0.054318704,0.56019485
0.19260338,0.3650992
0.11557771,0.59832954
0.2443667,0.3879693
0.23379925,0.5992839
0.2608575,0.2809156
0.23435964,0.23711026
0.33820054,0.17179462
0.2700369,0.4168191
0.21388738,0.5734642
0.13057874,0.39503855
0.16039522,0.3904673
0.15907277,0.53350073
0.3024624,0.14405032
0.11378142,0.6843983
0.46298584,0.019930469
0.17655836,0.4236919
0.22474225,0.42984313
0.07770336,0.65371937
0.22577712,0.5740786
0.17043602,0.3528106
0.11471609,0.32332957
0.4677437,0.013106652
0.25780046,0.25043863
0.15302755,0.58004177
0.2614214,0.58384144
0.26393247,0.73701036
0.2536815,0.4775787
0.25921634,0.54764885
0.1894802,0.37876388
0.3155948,0.1722913
0.20789275,0.701726
0.055752076,0.4857301
0.11721327,0.5465016
0.24860725,0.475585
0.10812076,0.57126534
0.17899664,0.6878023
0.18676192,0.69261384
0.26850668,0.39426297
0.2890291,0.39263415
0.28725684,0.3013551
0.3083198,0.5056449
0.4211831,0.050865564
0.11904428,0.59965837
0.34545347,0.18559043
0.3259741,0.15366575
0.23181039,0.5433708
0.23682941,0.17373668
0.33401644,0.114793815
0.38829687,0.1198072
